10HZ,20HZ,30HZ,40HZ,50HZ,60HZ,70HZ,80HZ,90HZ,100HZ,110HZ,120HZ,130HZ,140HZ,150HZ,160HZ,170HZ,180HZ,190HZ,200HZ,210HZ,220HZ,230HZ,240HZ,4000HZ,4010HZ,4020HZ,4030HZ,4040HZ,4050HZ,4060HZ,4070HZ,4080HZ,4090HZ,4100HZ,4110HZ,4120HZ,4130HZ,4140HZ,4150HZ,4160HZ,4170HZ,4180HZ,4190HZ,4200HZ,4210HZ,4220HZ,4230HZ,4240HZ,4250HZ,4260HZ,4270HZ,4280HZ,4290HZ,4300HZ,4310HZ,4320HZ,4330HZ,4340HZ,4350HZ,4360HZ,4370HZ,4380HZ,4390HZ,4400HZ,4410HZ,4420HZ,4430HZ,4440HZ,4450HZ,4460HZ,4470HZ,4480HZ,4490HZ,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,max16,max17,max18,max19,label
,2.0,5.0,2.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,10.0,12.0,12.0,14.0,17.0,17.0,14.0,17.0,21.0,39.78191459034152,16.22783511032556,41.17680597525514,41.962483607959406,17.058555219795885,43.4557272364445,44.334625691316496,17.885398255316723,45.56132048577456,45.98067164604595,46.38662409487428,18.65955869775928,46.614117110439594,46.14943839443526,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,46.10781686527168,18.76857289469183,19.067563715149095,19.17110439591767,19.240891727008382,48.296083014995155,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,51.3090826158846,20.745538514168423,20.87941159701237,20.909629967500997,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,20.936769485147387,21.068019841496096,21.200980671646047,21.332345059581503,21.523119904213466,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,52.65322994469468,20.960716118364786,52.38696618963453,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
,15.0,15.0,15.0,15.0,15.0,15.0,12.0,12.0,12.0,12.0,24.0,,9.0,9.0,12.0,9.0,9.0,15.0,12.0,12.0,15.0,18.0,24.0,23.869148754204915,24.341752665488343,24.706083585153088,25.17749016477564,25.587832829693827,26.0734363418667,26.6007754147899,26.828097382975084,27.336792291464732,27.58840298762757,0.0,27.98933804663892,0.0,27.689663036661152,27.38519870003991,26.99042134671304,26.87855636011175,26.85614915331547,27.077997605336677,27.41513199156166,27.664690119163005,28.152859342037743,28.601345572723645,28.756656593876507,28.861337590512573,28.977649808997093,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,31.118307771252635,31.319117395518557,31.364444951251496,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,31.40515422772108,0.0,31.80147100746907,31.998517589372256,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,31.82336507212498,31.591937966816808,31.44107417754718,31.43217971378072,low,mid,low,high,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,0
12.0,14.0,12.0,17.0,34.0,29.0,22.0,24.0,30.0,33.0,35.0,55.0,112.0,116.0,119.0,53.0,46.0,38.0,41.0,52.0,45.0,44.0,45.0,53.0,95.47659501681966,89.25309310679059,74.11825075545926,83.92496721591881,85.29277609897943,78.2203090256001,88.66925138263299,89.4269912765836,72.89811277723929,91.9613432920919,74.21859855179885,83.96801413991676,83.90541079879127,73.83910143109641,73.02719653343976,71.9744569245681,53.7571127202235,71.61639774217458,63.18199441245225,73.10701864416443,55.32938023832601,65.6900051314214,66.73647300302183,67.09886538571185,76.96356690803353,67.61451622099321,68.07708535264268,78.73105650265123,80.03375334967787,70.83773305205543,71.83271566223844,82.98215405667369,73.0779405895433,73.1837048862535,84.0248588859114,84.06454187810023,73.47625292205942,73.39283881635212,83.74707794058955,84.27207936598438,63.60294201493814,74.66320770853525,75.33091966474713,75.46422258965734,85.94058954330349,85.36495809339186,95.47009521637494,73.71452192257254,83.84286447345914,73.34175266548834,low,low,low,low,low,mid,low,low,low,low,low,low,low,low,low,low,low,low,low,low,0
,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,4.0,7.0,10.0,15.0,22.0,21.0,27.0,38.0,90.0,31.825531672273218,32.45567022065112,32.941444780204115,33.56998688636752,51.175665659387654,52.1468726837334,35.4677005530532,35.770796510633446,54.673584582929465,36.78453731683676,55.66394891384914,37.31911739551856,37.29129368835167,36.919550715548205,36.51359826671988,35.98722846228405,35.83807514681567,53.71229830663094,36.10399680711557,54.83026398312332,36.88625349221734,37.53714578938366,57.20269114544729,38.34220879183534,38.481783454016764,38.636866411996124,38.901191630081534,39.365528251325614,60.0253150122584,40.47870460117453,61.570899139061524,62.23661554250527,41.75882319402474,41.819259935001995,63.01864416443355,31.524203204287588,41.986430241176805,62.90814755687325,62.81030845544216,63.20405952448829,42.40196134329209,42.664690119163005,43.04623980842693,64.68361936256343,42.970294771651744,42.68247904669593,63.64673014424996,42.12258395575574,62.88214835509436,41.909572951707624,low,low,low,mid,low,low,low,low,low,mid,low,low,low,low,low,mid,low,mid,low,low,0
,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,6.0,3.0,6.0,9.0,9.0,11.0,11.0,11.0,20.0,23.0,49.0,60.0,97.0,146.0,369.0,0.0,0.0,25.141188203447783,25.440376121954692,25.751958968514035,26.213563185638982,26.933323835304176,27.129933038894432,27.849693688559622,28.405755805670324,28.8571021513036,29.400341929049723,30.33551788003989,30.52272403476279,31.357030916084916,32.03960678159282,32.492662772474716,32.47898561048582,32.71833594529135,32.54352471862089,33.497506767345776,33.14788431400484,0.0,32.342641401909106,34.76691836443938,32.961960393218405,32.7025217267417,32.83288217694828,32.911098447072234,33.402194044735715,34.08776178942869,34.0172389229235,34.20273543239778,0.0,0.0,34.323265422424846,34.95241487391367,34.31343496224534,33.3363727026642,32.45291352044451,31.7549508476991,31.000142470437385,31.20273543239778,30.63769767773187,30.20387519589685,30.074796979626726,29.679868927197603,29.327254594671604,29.275110414588973,29.011397634990736,low,low,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,mid,low,high,low,low,1
3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,7.0,7.0,8.0,10.0,9.0,9.0,32.953412166975355,41.4168684997863,33.52158427126371,33.92050149593959,34.33594529135205,43.689271976064965,44.88887305884029,45.21655506482405,46.41615614759937,47.34292634278387,48.09517025217267,39.20045590539963,40.44735717338652,40.69696537968372,52.261718193474856,42.719475708790426,43.32355036329962,43.305314147314434,43.62444792705514,54.23920786436814,44.66334235646104,44.19717908533979,53.79398774754239,53.904402336515176,57.944863940732304,54.93660065536402,54.504202877902834,54.72147029491381,43.88146459609631,55.67032340789286,56.81293631571449,45.35631856389799,45.60364724319704,57.05371135489386,57.30089756375552,45.76435389656646,58.2540247898561,45.751246616327116,55.560621171106995,54.08818920074084,42.3399344635988,41.333523293916514,41.60364724319704,51.06282946288645,50.33979199316142,40.09972930616897,39.573158569596806,39.103006126228806,39.0334805527853,38.681863513320984,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,1
2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.912765836136609,16.22783511032556,16.470722390102058,16.78499344318376,17.058555219795885,17.3822908945778,17.7338502765266,17.885398255316723,18.224528194309823,18.39226865841838,18.554649637949712,18.65955869775928,18.645646844175836,18.459775357774102,18.25679913335994,17.993614231142026,17.919037573407834,17.904099435543646,18.051998403557786,18.276754661041107,18.44312674610867,18.76857289469183,0.0,19.17110439591767,19.240891727008382,19.318433205998062,19.450595815040767,19.682764125662807,20.008438337419467,20.239352300587264,20.52363304635384,20.745538514168423,20.87941159701237,0.0,21.00621472147785,21.016135469525057,20.993215120588403,20.96938251895775,0.0,0.0,21.200980671646047,0.0,21.523119904213466,21.56120645418781,0.0,0.0,21.215576714749986,21.06129197787787,20.960716118364786,20.954786475853812,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,39.78191459034152,40.5695877758139,24.706083585153088,25.17749016477564,25.587832829693827,26.0734363418667,26.6007754147899,26.828097382975084,45.56132048577456,27.58840298762757,27.83197445692457,46.6488967443982,27.968470266263754,46.14943839443526,45.641997833399856,26.99042134671304,44.797593933519586,44.76024858885911,45.129996008894466,27.41513199156166,46.10781686527168,46.92143223672957,47.66890928787274,28.756656593876507,48.10222931752095,28.977649808997093,48.62648953760192,29.52414618849421,30.0126575061292,30.359028450880896,51.3090826158846,51.86384628542106,31.319117395518557,31.364444951251496,52.51553680369462,31.524203204287588,31.489822680882604,31.454073778436626,52.341923712868464,31.602029762244143,53.00245167911512,53.330862648953755,32.284679856320196,32.34180968128172,32.22772107873881,32.01185928502195,53.038941786874965,31.591937966816808,31.44107417754718,31.43217971378072,low,low,low,low,low,mid,low,low,low,mid,low,low,low,mid,low,mid,low,low,low,mid,0
14.0,15.0,14.0,18.0,15.0,14.0,17.0,16.0,14.0,17.0,17.0,19.0,19.0,17.0,19.0,18.0,22.0,16.0,19.0,16.0,19.0,22.0,20.0,20.0,278.4734021323907,259.645361765209,280.002280631735,335.69986886367525,264.40760590683624,356.3369633388449,354.67700553053197,357.7079651063344,410.051884371971,395.4337761559952,436.03426649181824,475.81874679286165,475.4639945264838,433.80472090769143,392.52118136723874,413.8531273162666,349.42123268145275,375.9860881464166,388.1179656764924,365.53509322082215,304.31159131079306,281.52859342037743,314.61480129996005,335.49432692855925,298.2338217686299,328.41336450196707,320.93483094817265,265.7173156964479,300.126575061292,354.1886652602771,307.8544956953076,311.18307771252637,313.19117395518555,240.46074462626146,262.5776840184731,273.20976110382577,251.91858144706083,199.20913393009863,251.24123382176865,231.74821825645705,243.81127772392955,234.65579565539653,258.27743885056157,237.17327099606592,225.59404755117166,234.75363475682764,222.76355550487486,221.14356576771766,241.04823536119505,230.50265123439192,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,0
17.0,18.0,21.0,21.0,19.0,19.0,22.0,20.0,23.0,23.0,23.0,,21.0,22.0,23.0,23.0,24.0,32.0,59.0,119.0,66.0,37.0,36.0,22.0,302.3425508865956,292.1010319858601,296.47300302183703,260.1673983693483,247.34905068704032,269.4255088659559,301.4754547009522,223.56747819145903,273.36792291464735,321.86470152232164,278.3197445692457,317.21249786190776,270.3618792405496,286.1265180454986,310.365585267119,305.89144192941444,259.8260448144136,295.4176406864702,252.727977649809,319.8432065682194,295.09002793773874,300.29716631506926,352.74992873025826,373.8365357203946,365.57694281315923,386.36866411996124,359.8360225782542,462.54495695307594,370.15610924226013,455.38542676321345,513.090826158846,580.8750783967158,469.78676093277835,543.6503791550259,577.6709048406409,798.6131478419521,566.8168082558868,880.7140657962256,659.5082387821427,811.1187638975997,826.8382461941958,1023.9525628599122,1043.871315354353,1250.5499743428932,1385.7920063857687,1515.2280061577055,1697.2461371799989,1863.9243400421917,2242.796624665032,2441.232624436969,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,high,low,0
15.0,21.0,18.0,18.0,21.0,24.0,24.0,24.0,27.0,29.0,27.0,29.0,29.0,38.0,35.0,35.0,44.0,44.0,62.0,53.0,74.0,94.0,183.0,428.0,95.47659501681966,97.36701066195337,98.82433434061235,100.70996065910256,102.35133131877531,130.3671817093335,79.8023262443697,107.31238953190034,82.0103768743942,110.35361195051028,111.32789782769828,111.95735218655568,83.90541079879127,83.06898910998346,82.15559610011974,80.97126404013912,80.63566908033525,80.56844745994641,108.3119904213467,109.66052796624663,82.99407035748902,112.61143736815097,114.40538229089458,115.02662637550603,86.58401277153772,115.91059923598837,116.7035748902446,118.09658475397684,120.0506300245168,121.43611380352358,153.9272478476538,124.47323108501054,125.27646958207423,125.45777980500598,94.52796624665032,94.57260961286276,125.95929072353042,125.8162951137465,125.62061691088432,126.40811904897657,159.00735503734535,127.99407035748902,96.8540395689606,97.02542904384515,128.91088431495524,96.03557785506584,127.29346028849992,126.36775186726723,157.2053708877359,125.72871885512288,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,high,low,mid,low,mid,low,high,0
10.0,10.0,12.0,16.0,17.0,24.0,52.0,42.0,56.0,66.0,52.0,99.0,76.0,56.0,49.0,63.0,45.0,52.0,76.0,56.0,52.0,54.0,130.0,212.0,16.476706083487677,24.850121099871778,16.760792135631856,25.440376121954692,17.167972645676024,17.475708790425987,17.955549223536117,18.08662202592962,18.566462459039748,18.93717053711355,19.238068100869068,19.600227952699814,20.22367858669326,30.52272403476279,20.904687277389943,21.359737854395213,32.492662772474716,32.47898561048582,21.81222396352757,32.54352471862089,22.33167117823052,22.098589542669895,32.27639264852543,32.342641401909106,23.17794557629292,32.961960393218405,32.7025217267417,32.83288217694828,21.940732298048154,22.268129363157144,34.08776178942869,22.678159281948997,34.20273543239778,22.821484541957545,34.38053853825331,34.323265422424846,23.301609915942443,34.31343496224534,22.2242484684428,21.63527568029634,31.7549508476991,20.666761646958257,31.20273543239778,30.63769767773187,30.20387519589685,30.074796979626726,29.679868927197603,19.551503063114403,19.51674027639265,19.340931756660492,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,low,low,mid,low,mid,low,low,1
8.0,8.0,8.0,8.0,13.0,16.0,18.0,24.0,24.0,24.0,26.0,31.0,42.0,47.0,45.0,50.0,52.0,89.0,176.0,244.0,238.0,183.0,118.0,68.0,0.0,24.341752665488343,24.706083585153088,25.17749016477564,25.587832829693827,0.0,0.0,0.0,0.0,27.58840298762757,27.83197445692457,27.98933804663892,27.968470266263754,0.0,0.0,0.0,26.87855636011175,0.0,27.077997605336677,0.0,27.664690119163005,0.0,28.601345572723645,0.0,0.0,0.0,0.0,29.52414618849421,0.0,30.359028450880896,0.0,31.118307771252635,0.0,31.364444951251496,31.509322082216777,0.0,0.0,0.0,31.40515422772108,31.602029762244143,31.80147100746907,31.998517589372256,32.284679856320196,0.0,32.22772107873881,0.0,31.82336507212498,0.0,31.44107417754718,0.0,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
5.0,2.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,7.0,,14.0,12.0,12.0,9.0,5.0,9.0,12.0,5.0,5.0,7.0,7.0,9.0,14.0,39.78191459034152,40.5695877758139,41.17680597525514,41.962483607959406,42.646388049489715,43.4557272364445,44.334625691316496,62.59889389360853,45.56132048577456,45.98067164604595,46.38662409487428,46.6488967443982,18.645646844175836,46.14943839443526,45.641997833399856,44.98403557785507,44.797593933519586,44.76024858885911,45.129996008894466,45.69188665260277,46.10781686527168,65.6900051314214,47.66890928787274,67.09886538571185,67.34312104452934,86.93294942699129,68.07708535264268,118.09658475397684,90.0379725183876,70.83773305205543,92.35634870859228,93.35492331375791,93.95735218655567,73.1837048862535,94.52796624665032,52.54033867381264,73.47625292205942,73.39283881635212,52.341923712868464,52.67004960374024,74.20343235076116,53.330862648953755,53.80779976053367,53.90301613546953,53.71286846456468,53.353098808369914,53.038941786874965,52.65322994469468,52.401790295911965,52.38696618963453,low,low,low,low,low,high,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,mid,0
,4.0,8.0,4.0,4.0,8.0,8.0,4.0,8.0,8.0,11.0,19.0,23.0,15.0,15.0,19.0,15.0,19.0,27.0,38.0,50.0,57.0,73.0,119.0,63.651063344546436,64.91134044130224,32.941444780204115,67.13997377273505,68.23422087918354,69.5291635783112,70.9354011061064,71.54159302126689,36.449056388619645,73.56907463367352,37.109299275899424,74.63823479103712,74.58258737670334,36.919550715548205,36.51359826671988,35.98722846228405,35.83807514681567,35.80819887108729,36.10399680711557,36.55350932208221,36.88625349221734,75.07429157876732,38.13512743029819,76.68441758367068,76.96356690803353,77.27373282399225,38.901191630081534,39.365528251325614,40.01687667483893,40.47870460117453,41.04726609270768,82.98215405667369,41.75882319402474,41.819259935001995,84.0248588859114,42.032270939050115,83.97286048235361,83.877530075831,41.873538970294774,84.27207936598438,84.80392268658419,42.664690119163005,86.09247961685386,86.24482581675124,42.970294771651744,85.36495809339186,84.86230685899994,84.24516791151149,83.84286447345914,83.81914590341525,low,mid,low,high,low,high,low,high,low,high,low,high,low,high,low,mid,low,high,low,high,0
0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,16.0,11.0,8.0,8.0,11.0,18.0,50.0,32.0,24.0,32.0,26.0,23.869148754204915,0.0,24.706083585153088,25.17749016477564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.98933804663892,27.968470266263754,27.689663036661152,0.0,26.99042134671304,0.0,0.0,0.0,27.41513199156166,0.0,28.152859342037743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.319117395518557,31.364444951251496,0.0,0.0,0.0,31.454073778436626,31.40515422772108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.44107417754718,0.0,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,,3.0,5.0,3.0,5.0,7.0,7.0,5.0,7.0,8.0,,15.0,17.0,15.912765836136609,24.341752665488343,24.706083585153088,25.17749016477564,25.587832829693827,17.3822908945778,26.6007754147899,17.885398255316723,18.224528194309823,27.58840298762757,27.83197445692457,27.98933804663892,27.968470266263754,18.459775357774102,18.25679913335994,17.993614231142026,26.87855636011175,26.85614915331547,18.051998403557786,27.41513199156166,27.664690119163005,18.76857289469183,28.601345572723645,28.756656593876507,28.861337590512573,28.977649808997093,29.17589372256115,29.52414618849421,30.0126575061292,30.359028450880896,30.785449569530762,20.745538514168423,20.87941159701237,20.909629967500997,31.509322082216777,31.524203204287588,31.489822680882604,31.454073778436626,20.936769485147387,21.068019841496096,31.80147100746907,31.998517589372256,32.284679856320196,21.56120645418781,21.485147385825872,21.341239523347966,21.215576714749986,31.591937966816808,31.44107417754718,31.43217971378072,low,mid,low,mid,low,mid,low,mid,low,mid,low,low,low,mid,low,mid,low,low,low,mid,0
4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,10.0,8.0,8.0,10.0,10.0,14.0,14.0,16.0,18.0,18.0,18.0,24.0,79.56382918068304,97.36701066195337,65.88288956040823,83.92496721591881,68.23422087918354,69.5291635783112,106.4031016591596,71.54159302126689,91.12264097154912,91.9613432920919,74.21859855179885,74.63823479103712,93.22823422087919,73.83910143109641,73.02719653343976,71.9744569245681,71.67615029363134,53.71229830663094,54.15599521067335,73.10701864416443,73.77250698443468,75.07429157876732,76.27025486059638,76.68441758367068,76.96356690803353,77.27373282399225,58.3517874451223,78.73105650265123,80.03375334967787,80.95740920234906,102.6181652317692,82.98215405667369,83.51764638804949,62.72888990250299,63.01864416443355,63.048406408575175,83.97286048235361,83.877530075831,104.68384742573693,63.20405952448829,84.80392268658419,85.32938023832601,64.56935971264039,107.80603227093906,107.42573692912936,85.36495809339186,106.07788357374993,84.24516791151149,125.76429671018872,104.77393237926906,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,low,mid,0
